transport_id,order_id,origin,destination,transport_mode,distance_km,planned_days,actual_days,transport_cost,status
TRS-00301,ORD-00363,福建上杭,佛山,水运,1162.1,5,6,24021.17,已送达
TRS-00302,ORD-00365,黑龙江多宝山,哈尔滨,公路,398.9,1,1,16218.96,已送达
TRS-00303,ORD-00366,新疆阿勒泰,石家庄,铁路,3290.0,7,8,86509.53,已送达
TRS-00304,ORD-00367,福建上杭,苏州,公路,956.5,3,3,45475.51,已送达
TRS-00305,ORD-00368,贵州贞丰,昆明,公路,622.7,2,2,27964.43,已送达
TRS-00306,ORD-00369,福建上杭,汕头,水运,650.7,4,4,20605.61,已送达
TRS-00307,ORD-00370,福建上杭,无锡,公路,913.9,3,3,38782.09,已送达
TRS-00308,ORD-00371,福建上杭,上海,水运,935.4,5,5,23315.91,已送达
TRS-00309,ORD-00373,新疆阿勒泰,天津,铁路,3880.1,7,7,86375.53,已送达
TRS-00310,ORD-00374,贵州贞丰,贵阳,公路,250.8,1,1,12490.46,已送达
TRS-00311,ORD-00376,河南洛阳,银川,铁路,1214.7,4,5,46263.22,已送达
TRS-00312,ORD-00377,福建上杭,温州,公路,586.5,2,2,32820.03,运输中
TRS-00313,ORD-00378,福建上杭,东莞,水运,926.7,5,5,27352.97,已送达
TRS-00314,ORD-00379,新疆阿勒泰,太原,铁路,3505.0,6,7,77759.02,已送达
TRS-00315,ORD-00380,福建上杭,苏州,公路,830.9,3,3,39451.86,已送达
TRS-00316,ORD-00381,黑龙江多宝山,大连,铁路,1059.6,3,3,32137.27,已送达
TRS-00317,ORD-00382,贵州贞丰,南宁,铁路,759.0,3,4,32217.06,已送达
TRS-00318,ORD-00384,福建上杭,珠海,水运,965.8,5,5,22148.82,已送达
TRS-00319,ORD-00385,河南洛阳,乌鲁木齐,铁路,3392.1,7,9,86837.08,延误
TRS-00320,ORD-00386,新疆阿勒泰,呼和浩特,铁路,2989.9,6,6,85002.68,已送达
TRS-00321,ORD-00387,福建上杭,上海,公路,1108.4,3,3,41628.38,已送达
TRS-00322,ORD-00388,贵州贞丰,成都,公路,587.8,2,2,30382.58,已送达
TRS-00323,ORD-00390,福建上杭,厦门,公路,279.4,1,1,13490.36,已送达
TRS-00324,ORD-00391,福建上杭,杭州,水运,669.7,4,4,22537.40,已送达
TRS-00325,ORD-00392,新疆阿勒泰,北京,铁路,3173.5,7,7,92609.71,已送达
TRS-00326,ORD-00394,福建上杭,广州,水运,1132.3,5,5,26541.01,已送达
TRS-00327,ORD-00395,贵州贞丰,重庆,公路,479.0,2,2,20205.00,已送达
TRS-00328,ORD-00396,黑龙江多宝山,沈阳,铁路,850.1,3,3,37010.24,已送达
TRS-00329,ORD-00397,福建上杭,合肥,公路,881.7,3,3,37055.80,已送达
TRS-00330,ORD-00398,新疆阿勒泰,石家庄,铁路,3415.1,7,8,107430.61,已送达
TRS-00331,ORD-00399,福建上杭,深圳,水运,939.4,5,5,27029.12,已送达
TRS-00332,ORD-00400,贵州贞丰,昆明,公路,504.6,2,2,24335.95,已送达
TRS-00333,ORD-00401,福建上杭,上海,公路,966.6,3,3,48245.53,已送达
TRS-00334,ORD-00402,福建上杭,广州,铁路,1245.0,4,4,39455.32,已送达
TRS-00335,ORD-00403,新疆阿勒泰,北京,铁路,4091.8,7,8,89957.49,已送达
TRS-00336,ORD-00404,贵州贞丰,成都,公路,737.9,2,2,26586.78,运输中
TRS-00337,ORD-00405,福建上杭,南京,水运,790.5,5,5,18798.01,已送达
TRS-00338,ORD-00406,新疆阿勒泰,兰州,铁路,2575.7,6,7,92360.04,已送达
TRS-00339,ORD-00408,福建上杭,杭州,公路,963.0,3,3,36549.62,已送达
TRS-00340,ORD-00409,黑龙江多宝山,沈阳,铁路,693.3,3,3,31563.39,已送达
TRS-00341,ORD-00410,河南洛阳,北京,公路,664.3,2,3,33153.78,已送达
TRS-00342,ORD-00412,贵州贞丰,重庆,公路,428.4,2,2,18968.62,已送达
TRS-00343,ORD-00413,福建上杭,上海,水运,798.3,5,6,18116.81,已送达
TRS-00344,ORD-00414,新疆阿勒泰,天津,铁路,3829.3,7,9,104152.83,延误
TRS-00345,ORD-00415,河南洛阳,西安,公路,592.4,2,2,22730.86,已送达
TRS-00346,ORD-00416,福建上杭,合肥,公路,778.1,3,3,42931.12,已送达
TRS-00347,ORD-00418,福建上杭,深圳,水运,949.0,5,5,28388.72,已送达
TRS-00348,ORD-00419,贵州贞丰,昆明,公路,479.3,2,2,30498.10,已送达
TRS-00349,ORD-00421,福建上杭,苏州,公路,955.1,3,4,44571.43,已送达
TRS-00350,ORD-00422,福建上杭,佛山,铁路,993.4,4,4,36485.35,已送达
TRS-00351,ORD-00423,新疆阿勒泰,银川,铁路,2199.1,5,6,73652.62,已送达
TRS-00352,ORD-00424,福建上杭,无锡,公路,831.8,3,3,44666.68,已送达
TRS-00353,ORD-00425,黑龙江多宝山,长春,铁路,564.9,2,2,29479.38,已送达
TRS-00354,ORD-00426,新疆阿勒泰,石家庄,铁路,3949.8,7,7,83658.73,已送达
TRS-00355,ORD-00428,福建上杭,东莞,水运,1096.8,5,5,21987.96,已送达
TRS-00356,ORD-00429,贵州贞丰,武汉,铁路,1278.5,4,5,40473.38,已送达
TRS-00357,ORD-00430,河南洛阳,乌鲁木齐,铁路,3736.6,7,8,84101.51,已送达
TRS-00358,ORD-00431,黑龙江多宝山,哈尔滨,公路,359.0,1,1,16901.07,已送达
TRS-00359,ORD-00433,福建上杭,汕头,公路,634.8,2,2,25722.75,已送达
TRS-00360,ORD-00434,新疆阿勒泰,太原,铁路,3598.7,6,7,81674.80,已送达
TRS-00361,ORD-00435,贵州贞丰,贵阳,公路,327.9,1,1,12949.43,已送达
TRS-00362,ORD-00437,福建上杭,珠海,水运,976.1,5,5,20058.53,已送达
TRS-00363,ORD-00438,河南洛阳,西宁,铁路,1333.5,4,5,46089.32,已送达
TRS-00364,ORD-00439,福建上杭,温州,公路,750.0,2,2,36742.02,已送达
TRS-00365,ORD-00440,黑龙江多宝山,大连,铁路,774.6,3,4,35022.92,已送达
TRS-00366,ORD-00441,新疆阿勒泰,呼和浩特,铁路,2303.5,6,6,89182.86,已送达
TRS-00367,ORD-00442,贵州贞丰,南宁,铁路,931.5,3,3,31805.22,已送达
TRS-00368,ORD-00443,福建上杭,宁波,水运,785.3,4,4,19592.48,已送达
TRS-00369,ORD-00445,河南洛阳,郑州,公路,157.8,1,1,7840.95,已送达
TRS-00370,ORD-00446,贵州贞丰,成都,公路,762.0,2,3,27590.25,已送达
TRS-00371,ORD-00448,黑龙江多宝山,长春,铁路,616.0,2,2,26428.53,已送达
TRS-00372,ORD-00449,新疆阿勒泰,兰州,铁路,2615.8,6,8,78586.50,延误
TRS-00373,ORD-00450,福建上杭,厦门,公路,215.9,1,1,13324.84,已送达
TRS-00374,ORD-00451,福建上杭,上海,水运,742.5,5,5,21210.51,已送达
TRS-00375,ORD-00452,新疆阿勒泰,北京,铁路,3941.2,7,7,92440.41,已送达
TRS-00376,ORD-00454,福建上杭,广州,水运,1125.0,5,6,25202.53,已送达
TRS-00377,ORD-00455,福建上杭,南京,公路,871.6,3,3,45614.68,已送达
TRS-00378,ORD-00456,黑龙江多宝山,沈阳,铁路,894.1,3,4,32351.17,已送达
TRS-00379,ORD-00457,河南洛阳,西安,铁路,514.8,2,2,20114.97,已送达
TRS-00380,ORD-00458,福建上杭,杭州,公路,828.6,3,3,39730.49,已送达
TRS-00381,ORD-00460,福建上杭,深圳,水运,1091.9,5,5,24532.67,已送达
TRS-00382,ORD-00461,贵州贞丰,重庆,公路,509.9,2,2,19578.46,已送达
TRS-00383,ORD-00462,福建上杭,合肥,铁路,820.2,3,3,38871.03,已送达
TRS-00384,ORD-00463,福建上杭,佛山,水运,1206.0,5,6,27170.20,已送达
TRS-00385,ORD-00465,黑龙江多宝山,哈尔滨,公路,328.6,1,1,16650.10,已送达
TRS-00386,ORD-00466,新疆阿勒泰,石家庄,铁路,3818.8,7,8,84144.49,已送达
TRS-00387,ORD-00467,福建上杭,苏州,公路,916.6,3,3,45230.02,已送达
TRS-00388,ORD-00468,贵州贞丰,昆明,公路,526.7,2,2,28212.39,已送达
TRS-00389,ORD-00469,福建上杭,汕头,水运,700.7,4,4,15415.83,已送达
TRS-00390,ORD-00470,福建上杭,无锡,公路,1022.6,3,3,46043.11,已送达
TRS-00391,ORD-00471,福建上杭,上海,水运,813.1,5,5,21291.09,已送达
TRS-00392,ORD-00473,新疆阿勒泰,天津,铁路,3899.7,7,7,94890.66,已送达
TRS-00393,ORD-00474,贵州贞丰,贵阳,公路,300.8,1,1,13411.96,已送达
TRS-00394,ORD-00476,河南洛阳,银川,铁路,1317.1,4,5,54558.62,已送达
TRS-00395,ORD-00477,福建上杭,温州,公路,678.2,2,2,29596.06,运输中
TRS-00396,ORD-00478,福建上杭,东莞,水运,1216.8,5,5,24173.09,已送达
TRS-00397,ORD-00479,新疆阿勒泰,太原,铁路,3096.9,6,7,98760.05,已送达
TRS-00398,ORD-00480,福建上杭,苏州,公路,905.9,3,3,37881.02,已送达
TRS-00399,ORD-00481,黑龙江多宝山,大连,铁路,1055.0,3,3,32853.64,已送达
TRS-00400,ORD-00482,贵州贞丰,南宁,铁路,728.3,3,4,34608.90,已送达
TRS-00401,ORD-00484,福建上杭,珠海,水运,1042.0,5,5,23429.25,已送达
TRS-00402,ORD-00485,河南洛阳,乌鲁木齐,铁路,2914.9,7,9,78302.22,延误
TRS-00403,ORD-00486,新疆阿勒泰,呼和浩特,铁路,2670.7,6,6,71790.34,已送达
TRS-00404,ORD-00487,福建上杭,上海,公路,1149.4,3,3,39824.10,已送达
TRS-00405,ORD-00488,贵州贞丰,成都,公路,587.1,2,2,25591.64,已送达
TRS-00406,ORD-00490,福建上杭,厦门,公路,228.3,1,1,12785.88,已送达
TRS-00407,ORD-00491,福建上杭,杭州,水运,682.2,4,4,21974.42,已送达
TRS-00408,ORD-00492,新疆阿勒泰,北京,铁路,3582.5,7,7,81351.92,已送达
TRS-00409,ORD-00494,福建上杭,广州,水运,1164.4,5,5,23828.87,已送达
TRS-00410,ORD-00495,贵州贞丰,重庆,公路,447.3,2,2,25668.15,已送达
TRS-00411,ORD-00496,黑龙江多宝山,沈阳,铁路,710.0,3,3,34479.01,已送达
TRS-00412,ORD-00497,福建上杭,合肥,公路,910.6,3,3,37711.84,已送达
TRS-00413,ORD-00498,新疆阿勒泰,石家庄,铁路,3604.8,7,8,89648.76,已送达
TRS-00414,ORD-00499,福建上杭,深圳,水运,1221.4,5,5,22182.25,已送达
TRS-00415,ORD-00500,贵州贞丰,昆明,公路,561.8,2,2,25320.07,已送达
TRS-00416,ORD-00501,福建上杭,上海,公路,1014.4,3,3,50917.05,已送达
TRS-00417,ORD-00502,福建上杭,广州,铁路,1235.2,4,4,38684.11,已送达
TRS-00418,ORD-00503,新疆阿勒泰,北京,铁路,3011.5,7,8,102017.84,已送达
TRS-00419,ORD-00504,贵州贞丰,成都,公路,740.9,2,2,23963.55,运输中
TRS-00420,ORD-00505,福建上杭,南京,水运,957.6,5,5,23112.63,已送达
TRS-00421,ORD-00506,新疆阿勒泰,兰州,铁路,2447.9,6,7,73767.12,已送达
TRS-00422,ORD-00508,福建上杭,杭州,公路,836.9,3,3,36248.86,已送达
TRS-00423,ORD-00509,黑龙江多宝山,沈阳,铁路,774.2,3,3,29325.73,已送达
TRS-00424,ORD-00510,河南洛阳,北京,公路,734.6,2,3,40461.47,已送达
TRS-00425,ORD-00512,贵州贞丰,重庆,公路,420.0,2,2,20636.24,已送达
TRS-00426,ORD-00513,福建上杭,上海,水运,849.6,5,6,20871.48,已送达
TRS-00427,ORD-00514,新疆阿勒泰,天津,铁路,4244.8,7,9,86278.51,延误
TRS-00428,ORD-00515,河南洛阳,西安,公路,600.2,2,2,24181.01,已送达
TRS-00429,ORD-00516,福建上杭,合肥,公路,825.8,3,3,38845.72,已送达
TRS-00430,ORD-00518,福建上杭,深圳,水运,1228.0,5,5,27246.10,已送达
TRS-00431,ORD-00519,贵州贞丰,昆明,公路,587.9,2,2,22969.15,已送达
TRS-00432,ORD-00521,福建上杭,苏州,公路,1080.7,3,4,40678.62,已送达
TRS-00433,ORD-00522,福建上杭,佛山,铁路,1271.2,4,4,38586.92,已送达
TRS-00434,ORD-00523,新疆阿勒泰,银川,铁路,2593.4,5,6,68993.28,已送达
TRS-00435,ORD-00524,福建上杭,无锡,公路,1103.3,3,3,39775.39,已送达
TRS-00436,ORD-00525,黑龙江多宝山,长春,铁路,620.8,2,2,23875.15,已送达
TRS-00437,ORD-00526,新疆阿勒泰,石家庄,铁路,3152.0,7,7,79848.55,已送达
TRS-00438,ORD-00528,福建上杭,东莞,水运,939.1,5,5,23514.14,已送达
TRS-00439,ORD-00529,贵州贞丰,武汉,铁路,1117.4,4,5,44632.77,已送达
TRS-00440,ORD-00530,河南洛阳,乌鲁木齐,铁路,2769.2,7,8,77570.42,已送达
TRS-00441,ORD-00531,黑龙江多宝山,哈尔滨,公路,357.0,1,1,15076.00,已送达
TRS-00442,ORD-00533,福建上杭,汕头,公路,559.4,2,2,34109.04,已送达
TRS-00443,ORD-00534,新疆阿勒泰,太原,铁路,3021.8,6,7,80712.68,已送达
TRS-00444,ORD-00535,贵州贞丰,贵阳,公路,293.1,1,1,12071.50,已送达
TRS-00445,ORD-00537,福建上杭,珠海,水运,1070.5,5,5,25712.32,已送达
TRS-00446,ORD-00538,河南洛阳,西宁,铁路,1557.0,4,5,56671.89,已送达
TRS-00447,ORD-00539,福建上杭,温州,公路,618.1,2,2,31665.82,已送达
TRS-00448,ORD-00540,黑龙江多宝山,大连,铁路,907.9,3,4,33225.48,已送达
TRS-00449,ORD-00541,新疆阿勒泰,呼和浩特,铁路,2916.6,6,6,69025.87,已送达
TRS-00450,ORD-00542,贵州贞丰,南宁,铁路,687.9,3,3,27689.98,已送达
TRS-00451,ORD-00543,福建上杭,宁波,水运,817.6,4,4,20960.66,已送达
TRS-00452,ORD-00545,河南洛阳,郑州,公路,138.0,1,1,8835.44,已送达
TRS-00453,ORD-00546,贵州贞丰,成都,公路,595.0,2,3,30304.04,已送达
TRS-00454,ORD-00548,黑龙江多宝山,长春,铁路,576.8,2,2,26685.10,已送达
TRS-00455,ORD-00549,新疆阿勒泰,兰州,铁路,2420.0,6,8,76835.72,延误
TRS-00456,ORD-00550,福建上杭,厦门,公路,291.3,1,1,14157.62,已送达
TRS-00457,ORD-00551,福建上杭,上海,水运,828.5,5,5,20008.98,已送达
TRS-00458,ORD-00552,新疆阿勒泰,北京,铁路,3365.4,7,7,81326.84,已送达
TRS-00459,ORD-00554,福建上杭,广州,水运,1254.6,5,6,28573.61,已送达
TRS-00460,ORD-00555,福建上杭,南京,公路,972.6,3,3,45159.28,已送达
TRS-00461,ORD-00556,黑龙江多宝山,沈阳,铁路,729.6,3,4,32799.97,已送达
TRS-00462,ORD-00557,河南洛阳,西安,铁路,572.3,2,2,21641.75,已送达
TRS-00463,ORD-00558,福建上杭,杭州,公路,1040.7,3,3,41494.87,已送达
TRS-00464,ORD-00560,福建上杭,深圳,水运,1018.4,5,5,27495.25,已送达
TRS-00465,ORD-00561,贵州贞丰,重庆,公路,439.6,2,2,19654.69,已送达
TRS-00466,ORD-00562,福建上杭,合肥,铁路,870.5,3,3,37899.68,已送达
TRS-00467,ORD-00563,福建上杭,佛山,水运,1321.7,5,6,21910.83,已送达
TRS-00468,ORD-00565,黑龙江多宝山,哈尔滨,公路,343.7,1,1,15132.93,已送达
TRS-00469,ORD-00566,新疆阿勒泰,石家庄,铁路,3266.9,7,8,91021.03,已送达
TRS-00470,ORD-00567,福建上杭,苏州,公路,1027.2,3,3,37861.16,已送达
TRS-00471,ORD-00568,贵州贞丰,昆明,公路,526.6,2,2,28247.57,已送达
TRS-00472,ORD-00569,福建上杭,汕头,水运,687.4,4,4,17510.87,已送达
TRS-00473,ORD-00570,福建上杭,无锡,公路,1032.5,3,3,37019.69,已送达
TRS-00474,ORD-00571,福建上杭,上海,水运,973.0,5,5,25396.62,已送达
TRS-00475,ORD-00573,新疆阿勒泰,天津,铁路,3246.9,7,7,112357.49,已送达
TRS-00476,ORD-00574,贵州贞丰,贵阳,公路,296.7,1,1,13528.78,已送达
TRS-00477,ORD-00576,河南洛阳,银川,铁路,1057.7,4,5,56093.52,已送达
TRS-00478,ORD-00577,福建上杭,温州,公路,707.8,2,2,28623.49,运输中
TRS-00479,ORD-00578,福建上杭,东莞,水运,1012.0,5,5,26663.93,已送达
TRS-00480,ORD-00579,新疆阿勒泰,太原,铁路,3179.4,6,7,86303.05,已送达
TRS-00481,ORD-00580,福建上杭,苏州,公路,1082.7,3,3,47611.10,已送达
TRS-00482,ORD-00581,黑龙江多宝山,大连,铁路,823.3,3,3,36720.58,已送达
TRS-00483,ORD-00582,贵州贞丰,南宁,铁路,734.0,3,4,33587.74,已送达
TRS-00484,ORD-00584,福建上杭,珠海,水运,964.1,5,5,22705.92,已送达
TRS-00485,ORD-00585,河南洛阳,乌鲁木齐,铁路,3221.7,7,9,93754.41,延误
TRS-00486,ORD-00586,新疆阿勒泰,呼和浩特,铁路,2503.8,6,6,66989.83,已送达
TRS-00487,ORD-00587,福建上杭,上海,公路,967.0,3,3,44589.47,已送达
TRS-00488,ORD-00588,贵州贞丰,成都,公路,708.4,2,2,31201.24,已送达
TRS-00489,ORD-00590,福建上杭,厦门,公路,231.3,1,1,13175.94,已送达
TRS-00490,ORD-00591,福建上杭,杭州,水运,813.8,4,4,17596.64,已送达
TRS-00491,ORD-00592,新疆阿勒泰,北京,铁路,3934.7,7,7,95324.62,已送达
TRS-00492,ORD-00594,福建上杭,广州,水运,1352.2,5,5,29971.29,已送达
TRS-00493,ORD-00595,贵州贞丰,重庆,公路,467.9,2,2,23850.97,已送达
TRS-00494,ORD-00596,黑龙江多宝山,沈阳,铁路,816.6,3,3,36125.31,已送达
TRS-00495,ORD-00597,福建上杭,合肥,公路,808.2,3,3,44376.52,已送达
TRS-00496,ORD-00598,新疆阿勒泰,石家庄,铁路,3932.3,7,8,105068.60,已送达
TRS-00497,ORD-00599,福建上杭,深圳,水运,1019.0,5,5,25450.08,已送达
TRS-00498,ORD-00600,贵州贞丰,昆明,公路,653.9,2,2,23513.98,已送达
TRS-00499,ORD-00601,福建上杭,上海,公路,948.8,3,3,38548.49,已送达
TRS-00500,ORD-00602,福建上杭,广州,铁路,1096.5,4,4,42281.84,已送达
TRS-00501,ORD-00603,新疆阿勒泰,北京,铁路,3752.4,7,8,88810.08,已送达
TRS-00502,ORD-00604,贵州贞丰,成都,公路,674.9,2,2,28525.34,运输中
TRS-00503,ORD-00605,福建上杭,南京,水运,804.9,5,5,20051.09,已送达
TRS-00504,ORD-00606,新疆阿勒泰,兰州,铁路,2658.7,6,7,87289.00,已送达
TRS-00505,ORD-00608,福建上杭,杭州,公路,786.1,3,3,48837.89,已送达
TRS-00506,ORD-00609,黑龙江多宝山,沈阳,铁路,901.1,3,3,30737.60,已送达
TRS-00507,ORD-00610,河南洛阳,北京,公路,652.7,2,3,37401.88,已送达
TRS-00508,ORD-00612,贵州贞丰,重庆,公路,473.5,2,2,19373.73,已送达
TRS-00509,ORD-00613,福建上杭,上海,水运,805.2,5,6,18506.27,已送达
TRS-00510,ORD-00614,新疆阿勒泰,天津,铁路,3104.0,7,9,97277.35,延误
TRS-00511,ORD-00615,河南洛阳,西安,公路,448.6,2,2,22399.80,已送达
TRS-00512,ORD-00616,福建上杭,合肥,公路,935.2,3,3,36782.56,已送达
TRS-00513,ORD-00618,福建上杭,深圳,水运,1041.8,5,5,23796.78,已送达
TRS-00514,ORD-00619,贵州贞丰,昆明,公路,601.0,2,2,22221.84,已送达
TRS-00515,ORD-00621,福建上杭,苏州,公路,1078.8,3,4,42222.09,已送达
TRS-00516,ORD-00622,福建上杭,佛山,铁路,1349.0,4,4,31407.84,已送达
TRS-00517,ORD-00623,新疆阿勒泰,银川,铁路,2228.6,5,6,73847.45,已送达
TRS-00518,ORD-00624,福建上杭,无锡,公路,972.9,3,3,47893.49,已送达
TRS-00519,ORD-00625,黑龙江多宝山,长春,铁路,613.8,2,2,23867.73,已送达
TRS-00520,ORD-00626,新疆阿勒泰,石家庄,铁路,3531.8,7,7,82389.68,已送达
TRS-00521,ORD-00628,福建上杭,东莞,水运,1238.1,5,5,22699.18,已送达
TRS-00522,ORD-00629,贵州贞丰,武汉,铁路,1000.3,4,5,40631.39,已送达
TRS-00523,ORD-00630,河南洛阳,乌鲁木齐,铁路,2931.7,7,8,78241.24,已送达
TRS-00524,ORD-00631,黑龙江多宝山,哈尔滨,公路,337.3,1,1,17644.56,已送达
TRS-00525,ORD-00633,福建上杭,汕头,公路,621.2,2,2,27736.41,已送达
TRS-00526,ORD-00634,新疆阿勒泰,太原,铁路,3492.9,6,7,88636.81,已送达
TRS-00527,ORD-00635,贵州贞丰,贵阳,公路,240.1,1,1,12188.32,已送达
TRS-00528,ORD-00637,福建上杭,珠海,水运,1037.8,5,5,21842.18,已送达
TRS-00529,ORD-00638,河南洛阳,西宁,铁路,1510.8,4,5,45543.63,已送达
TRS-00530,ORD-00639,福建上杭,温州,公路,593.0,2,2,28718.53,已送达
TRS-00531,ORD-00640,黑龙江多宝山,大连,铁路,797.7,3,4,30762.76,已送达
TRS-00532,ORD-00641,新疆阿勒泰,呼和浩特,铁路,2985.3,6,6,67720.85,已送达
TRS-00533,ORD-00642,贵州贞丰,南宁,铁路,778.3,3,3,32128.35,已送达
TRS-00534,ORD-00643,福建上杭,宁波,水运,857.5,4,4,17735.24,已送达
TRS-00535,ORD-00645,河南洛阳,郑州,公路,149.1,1,1,7097.00,已送达
TRS-00536,ORD-00646,贵州贞丰,成都,公路,636.8,2,3,29288.56,已送达
TRS-00537,ORD-00648,黑龙江多宝山,长春,铁路,588.1,2,2,24397.38,已送达
TRS-00538,ORD-00649,新疆阿勒泰,兰州,铁路,2759.0,6,8,82878.22,延误
TRS-00539,ORD-00650,福建上杭,厦门,公路,264.3,1,1,11030.41,已送达
TRS-00540,ORD-00651,福建上杭,上海,水运,814.6,5,5,21720.16,已送达
TRS-00541,ORD-00652,新疆阿勒泰,北京,铁路,3886.4,7,7,98315.40,已送达
TRS-00542,ORD-00654,福建上杭,广州,水运,1156.9,5,6,27030.07,已送达
TRS-00543,ORD-00655,福建上杭,南京,公路,856.3,3,3,43669.00,已送达
TRS-00544,ORD-00656,黑龙江多宝山,沈阳,铁路,775.5,3,4,28699.52,已送达
TRS-00545,ORD-00657,河南洛阳,西安,铁路,593.0,2,2,22323.47,已送达
TRS-00546,ORD-00658,福建上杭,杭州,公路,930.1,3,3,43835.82,已送达
TRS-00547,ORD-00660,福建上杭,深圳,水运,1005.7,5,5,25138.22,已送达
TRS-00548,ORD-00661,贵州贞丰,重庆,公路,454.1,2,2,25791.57,已送达
TRS-00549,ORD-00662,福建上杭,合肥,铁路,863.6,3,3,30021.42,已送达
TRS-00550,ORD-00663,福建上杭,佛山,水运,1023.4,5,6,23753.05,已送达
TRS-00551,ORD-00665,黑龙江多宝山,哈尔滨,公路,388.7,1,1,16878.79,已送达
TRS-00552,ORD-00666,新疆阿勒泰,石家庄,铁路,3695.1,7,8,85644.27,已送达
TRS-00553,ORD-00667,福建上杭,苏州,公路,1054.5,3,3,50159.63,已送达
TRS-00554,ORD-00668,贵州贞丰,昆明,公路,512.2,2,2,28502.40,已送达
TRS-00555,ORD-00669,福建上杭,汕头,水运,683.7,4,4,20831.92,已送达
TRS-00556,ORD-00670,福建上杭,无锡,公路,1041.7,3,3,40841.06,已送达
TRS-00557,ORD-00671,福建上杭,上海,水运,728.0,5,5,21652.64,已送达
TRS-00558,ORD-00673,新疆阿勒泰,天津,铁路,3854.8,7,7,105711.62,已送达
TRS-00559,ORD-00674,贵州贞丰,贵阳,公路,271.0,1,1,10445.92,已送达
TRS-00560,ORD-00676,河南洛阳,银川,铁路,1161.9,4,5,49790.78,已送达
TRS-00561,ORD-00677,福建上杭,温州,公路,760.0,2,2,34210.78,运输中
TRS-00562,ORD-00678,福建上杭,东莞,水运,1193.5,5,5,21095.38,已送达
TRS-00563,ORD-00679,新疆阿勒泰,太原,铁路,2867.1,6,7,79904.84,已送达
TRS-00564,ORD-00680,福建上杭,苏州,公路,956.9,3,3,40489.14,已送达
TRS-00565,ORD-00681,黑龙江多宝山,大连,铁路,1045.7,3,3,36011.34,已送达
TRS-00566,ORD-00682,贵州贞丰,南宁,铁路,704.8,3,4,33715.52,已送达
TRS-00567,ORD-00684,福建上杭,珠海,水运,985.6,5,5,26706.61,已送达
TRS-00568,ORD-00685,河南洛阳,乌鲁木齐,铁路,3460.9,7,9,80387.30,延误
TRS-00569,ORD-00686,新疆阿勒泰,呼和浩特,铁路,2648.5,6,6,78879.14,已送达
TRS-00570,ORD-00687,福建上杭,上海,公路,872.0,3,3,42511.95,已送达
TRS-00571,ORD-00688,贵州贞丰,成都,公路,598.3,2,2,25249.76,已送达
TRS-00572,ORD-00690,福建上杭,厦门,公路,221.2,1,1,12556.99,已送达
TRS-00573,ORD-00691,福建上杭,杭州,水运,685.5,4,4,20212.22,已送达
TRS-00574,ORD-00692,新疆阿勒泰,北京,铁路,3729.2,7,7,90487.31,已送达
TRS-00575,ORD-00694,福建上杭,广州,水运,1318.5,5,5,25694.16,已送达
TRS-00576,ORD-00695,贵州贞丰,重庆,公路,411.0,2,2,23796.52,已送达
